page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
1495,Edith Harker (Earth-616),\/Edith_Harker_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,11.0,Mar-73,1973.0
86402,Selma Blotte (Earth-616),\/Selma_Blotte_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Female Characters,,Living Characters,11.0,Mar-76,1976.0
65391,Diane Davids (Earth-616),\/Diane_Davids_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Living Characters,11.0,Jul-88,1988.0
16782,Cylla Markham (Earth-616),\/Cylla_Markham_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,Apr-90,1990.0
280718,Headhunter (Mutant) (Earth-616),\/Headhunter_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,11.0,May-90,1990.0
2019,Lifeforce (Earth-616),\/Lifeforce_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,11.0,Nov-94,1994.0
23589,Offset (Earth-616),\/Offset_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,11.0,Feb-06,2006.0
478008,Black Knight (Young Masters) (Earth-616),\/Black_Knight_(Young_Masters)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,11.0,Sep-11,2011.0
532561,Kashmir Vennema (Earth-616),\/Kashmir_Vennema_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,11.0,Jun-12,2012.0
11406,Victoria Murdock (Earth-616),\/Victoria_Murdock_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,10.0,Jun-47,1947.0
2739,Piranha (Earth-616),\/Piranha_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Deceased Characters,10.0,May-74,1974.0
2432,Taurus (LMD) (Earth-616),\/Taurus_(LMD)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,10.0,Jul-77,1977.0
41592,Indries Moomji (Earth-616),\/Indries_Moomji_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,10.0,Oct-82,1982.0
653716,Lavour (Earth-616),\/Lavour_(Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,10.0,May-83,1983.0
4050,MX39147 (Earth-616),\/MX39147_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,10.0,Feb-84,1984.0
18223,Raunch (Earth-616),\/Raunch_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,10.0,Jun-84,1984.0
309331,Slash (Earth-616),\/Slash_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,10.0,Jun-84,1984.0
16844,Alice Nugent (Earth-616),\/Alice_Nugent_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,May-85,1985.0
78093,Hydra (Olympian Beast) (Earth-616),\/Hydra_(Olympian_Beast)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,10.0,Jun-85,1985.0
2311,Punchout (Earth-616),\/Punchout_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-88,1988.0
397880,Toko (Earth-616),\/Toko_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-88,1988.0
406376,Trista (Earth-616),\/Trista_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Dec-88,1988.0
17280,Leeann Foreman (Earth-616),\/Leeann_Foreman_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,May-90,1990.0
30318,Lynn Church (Earth-616),\/Lynn_Church_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,10.0,Dec-90,1990.0
34867,Angela Golden (Earth-616),\/Angela_Golden_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Aug-91,1991.0
422512,Agony (Hellbent) (Earth-616),\/Agony_(Hellbent)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,10.0,Nov-92,1992.0
389009,Artys-Gran (Earth-616),\/Artys-Gran_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,10.0,Aug-92,1992.0
21772,Diabolique (Earth-616),\/Diabolique_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,10.0,Jun-93,1993.0
2040,Rayna Piper (Earth-616),\/Rayna_Piper_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,10.0,Oct-93,1993.0
18534,Ann Herd (Earth-616),\/Ann_Herd_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Nov-95,1995.0
30319,Madam Qwa (Earth-616),\/Madam_Qwa_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,10.0,Mar-97,1997.0
243417,Majeston Zelia (Earth-616),\/Majeston_Zelia_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,,Female Characters,,Living Characters,10.0,Oct-98,1998.0
1114,Astra (Mutant) (Earth-616),\/Astra_(Mutant)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,10.0,Mar-99,1999.0
11833,Fiona Knoblach (Earth-616),\/Fiona_Knoblach_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,10.0,Feb-01,2001.0
19523,Shathra (Earth-616),\/Shathra_(Earth-616),No Dual Identity,Bad Characters,White Eyes,Black Hair,Female Characters,,Living Characters,10.0,Dec-02,2002.0
183162,Artume (Earth-616),\/Artume_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,10.0,Nov-08,2008.0
347145,Hl\u00f6kk (Earth-616),\/Hl%C3%B6kk_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,10.0,Sep-10,2010.0
504633,Hydra Queen (Grace) (Earth-616),\/Hydra_Queen_(Grace)_(Earth-616),,Bad Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,10.0,Oct-11,2011.0
625289,Caroline le Fay (Earth-616),\/Caroline_le_Fay_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Grey Hair,Female Characters,,Living Characters,10.0,Apr-13,2013.0
595508,Eimin Worthington (Earth-616),\/Eimin_Worthington_(Earth-616),Secret Identity,Bad Characters,No Eyes,Bald,Female Characters,,Deceased Characters,10.0,May-13,2013.0
704033,Shiklah (Earth-616),\/Shiklah_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,10.0,,
2652,Hecate (Earth-616),\/Hecate_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,9.0,Nov-77,1977.0
15925,Libra (LMD) (Earth-616),\/Libra_(LMD)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,9.0,Jul-77,1977.0
439912,Beverly Cross (Earth-616),\/Beverly_Cross_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,9.0,Apr-81,1981.0
11800,Volx (Earth-616),\/Volx_(Earth-616),Public Identity,Bad Characters,,No Hair,Female Characters,,Deceased Characters,9.0,Nov-83,1983.0
116344,Maraud (Earth-616),\/Maraud_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Female Characters,,Living Characters,9.0,Aug-84,1984.0
3885,Baba Yaga (Earth-616),\/Baba_Yaga_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,9.0,Nov-85,1985.0
1860,Infectia (Josephine) (Earth-616),\/Infectia_(Josephine)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,May-88,1988.0
406108,Shauna (Earth-616),\/Shauna_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,9.0,Nov-88,1988.0
17158,Danielle Forte (Earth-616),\/Danielle_Forte_(Earth-616),Secret Identity,Bad Characters,Pink Eyes,No Hair,Female Characters,,Living Characters,9.0,Oct-90,1990.0
177286,Ayla Ranefer (Earth-616),\/Ayla_Ranefer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,9.0,Dec-92,1992.0
26731,Kateri Deseronto (Earth-616),\/Kateri_Deseronto_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,Aug-94,1994.0
295594,Amora (Heroes Reborn) (Earth-616),\/Amora_(Heroes_Reborn)_(Earth-616),Public Identity,Bad Characters,Green Eyes,Yellow Hair,Female Characters,,Living Characters,9.0,Nov-96,1996.0
1200,Amanda Mueller (Earth-616),\/Amanda_Mueller_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,White Hair,Female Characters,,Deceased Characters,9.0,Feb-00,2000.0
4435,Maguire Beck (Earth-616),\/Maguire_Beck_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Female Characters,,Deceased Characters,9.0,Jan-01,2001.0
281438,Bouncing Betty (Earth-616),\/Bouncing_Betty_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,9.0,Nov-09,2009.0
511054,Ninja (Red Right Hand) (Earth-616),\/Ninja_(Red_Right_Hand)_(Earth-616),,Bad Characters,Black Eyes,Black Hair,Female Characters,,Deceased Characters,9.0,Nov-10,2010.0
511053,Old Woman (Red Right Hand) (Earth-616),\/Old_Woman_(Red_Right_Hand)_(Earth-616),,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,9.0,Nov-10,2010.0
4523,Lady Lotus (Earth-616),\/Lady_Lotus_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8.0,Feb-79,1979.0
32592,Fashima (Earth-616),\/Fashima_(Earth-616),,Bad Characters,,No Hair,Female Characters,,Living Characters,8.0,Jun-81,1981.0
39753,Dragonrider (Earth-616),\/Dragonrider_(Earth-616),Public Identity,Bad Characters,,Bald,Female Characters,,Living Characters,8.0,Sep-84,1984.0
18280,Hoodwink (Earth-616),\/Hoodwink_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,8.0,Jun-84,1984.0
2616,Juliana Worthing (Earth-616),\/Juliana_Worthing_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,8.0,Feb-90,1990.0
7658,Anne Marie Cortez (Earth-616),\/Anne_Marie_Cortez_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Blue Hair,Female Characters,,Deceased Characters,8.0,Oct-91,1991.0
4070,Heike Zemo (Earth-616),\/Heike_Zemo_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Bald,Female Characters,,Deceased Characters,8.0,Feb-92,1992.0
127355,Fast (Sparrow) (Earth-616),\/Fast_(Sparrow)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,8.0,May-93,1993.0
86183,Butterfly (Avatars) (Earth-616),\/Butterfly_(Avatars)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,8.0,Dec-94,1994.0
338865,Josephine Pulaski (Earth-616),\/Josephine_Pulaski_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,8.0,Jan-96,1996.0
30321,Meiko Yin (Earth-616),\/Meiko_Yin_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,8.0,Mar-97,1997.0
419813,Cinder Fontatine (Earth-616),\/Cinder_Fontatine_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,8.0,Jul-98,1998.0
419815,Vise (Earth-616),\/Vise_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,8.0,Jul-98,1998.0
7625,Olisa Kabaki (Earth-616),\/Olisa_Kabaki_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,8.0,Nov-99,1999.0
16913,Revenant (Earth-616),\/Revenant_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Female Characters,,Deceased Characters,8.0,Aug-00,2000.0
1960,Leash (Earth-616),\/Leash_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,8.0,Jan-02,2002.0
19538,Yith (Earth-616),\/Yith_(Earth-616),,Bad Characters,Black Eyes,Auburn Hair,Female Characters,,Living Characters,8.0,Jul-02,2002.0
289413,Zarina (Earth-616),\/Zarina_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,,Female Characters,,Living Characters,8.0,Oct-03,2003.0
36297,Lucia von Bardas (Earth-616),\/Lucia_von_Bardas_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,8.0,Apr-04,2004.0
23586,Hypernova (Earth-616),\/Hypernova_(Earth-616),Secret Identity,Bad Characters,White Eyes,Red Hair,Female Characters,,Living Characters,8.0,Feb-06,2006.0
32468,Serafina (Earth-616),\/Serafina_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,8.0,Sep-06,2006.0
121746,Piper Dali (Earth-616),\/Piper_Dali_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,8.0,Jul-08,2008.0
250442,Amity Hunter (Earth-616),\/Amity_Hunter_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,8.0,Jul-09,2009.0
280568,Verre (Earth-616),\/Verre_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,8.0,Nov-09,2009.0
339697,Danielle Blunt (Earth-616),\/Danielle_Blunt_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,8.0,Aug-10,2010.0
392432,Fire Knives (Earth-616),\/Fire_Knives_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,8.0,Nov-10,2010.0
391814,Lady Gorgon (Earth-616),\/Lady_Gorgon_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,8.0,Aug-10,2010.0
518067,Firebrand (Amanda) (Earth-616),\/Firebrand_(Amanda)_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Red Hair,Female Characters,,Living Characters,8.0,Apr-12,2012.0
269113,Madame Death (Earth-616),\/Madame_Death_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,7.0,Dec-46,1946.0
1054,Allatou (Earth-616),\/Allatou_(Earth-616),,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,7.0,Oct-74,1974.0
18373,Bessie (Earth-616),\/Bessie_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Female Characters,,Deceased Characters,7.0,Aug-75,1975.0
345136,Cheer Chadwick (Earth-616),\/Cheer_Chadwick_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,7.0,Mar-76,1976.0
346362,Veda (Corporation) (Earth-616),\/Veda_(Corporation)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,7.0,Sep-77,1977.0
27895,Virgo (LMD) (Earth-616),\/Virgo_(LMD)_(Earth-616),Secret Identity,Bad Characters,,Strawberry Blond Hair,Female Characters,,Living Characters,7.0,Aug-77,1977.0
706001,Ramona Starr (Earth-616),\/Ramona_Starr_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,7.0,Sep-82,1982.0
35691,Black Lotus (Earth-616),\/Black_Lotus_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,7.0,Nov-83,1983.0
35710,Wrangler (Laralie) (Earth-616),\/Wrangler_(Laralie)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7.0,Nov-83,1983.0
2465,Kristina Anderson (Earth-616),\/Kristina_Anderson_(Earth-616),Secret Identity,Bad Characters,Pink Eyes,Pink Hair,Female Characters,,Living Characters,7.0,Feb-90,1990.0
6021,Andrea Haggard (Earth-616),\/Andrea_Haggard_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,7.0,Sep-91,1991.0
18833,Jutta (Earth-616),\/Jutta_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,7.0,Apr-92,1992.0
120761,Kona Lor (Earth-616),\/Kona_Lor_(Earth-616),Public Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,7.0,Jul-93,1993.0
748148,Infomorph (Earth-616),\/Infomorph_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,7.0,Mar-94,1994.0
402133,Skritch (Earth-616),\/Skritch_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,7.0,Sep-96,1996.0
347155,Andrea Janson (Earth-616),\/Andrea_Janson_(Earth-616),,Bad Characters,Brown Eyes,,Female Characters,,Deceased Characters,7.0,Feb-97,1997.0
4002,Bridget Malone (Earth-616),\/Bridget_Malone_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7.0,Nov-99,1999.0
1458,Domina (Earth-616),\/Domina_(Earth-616),Secret Identity,Bad Characters,Silver Eyes,Purple Hair,Female Characters,,Deceased Characters,7.0,Apr-00,2000.0
586800,Alice Tremaine (Earth-616),\/Alice_Tremaine_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,7.0,Dec-02,2002.0
10189,Blindspot (Earth-616),\/Blindspot_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,7.0,Mar-05,2005.0
285855,Ruth (Angel) (Earth-616),\/Ruth_(Angel)_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,7.0,Nov-05,2005.0
303704,Galina Nemirovsky (Earth-616),\/Galina_Nemirovsky_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,7.0,Feb-10,2010.0
522128,Nurse Fester (Earth-616),\/Nurse_Fester_(Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,7.0,Feb-10,2010.0
403456,Shadowstalker (Earth-616),\/Shadowstalker_(Earth-616),Secret Identity,Bad Characters,Purple Eyes,Black Hair,Female Characters,,Deceased Characters,7.0,Nov-10,2010.0
461410,Aradnea (Earth-616),\/Aradnea_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,7.0,Aug-11,2011.0
535596,Stephanie Gerard (Earth-616),\/Stephanie_Gerard_(Earth-616),,Bad Characters,Blue Eyes,,Female Characters,,Deceased Characters,7.0,Oct-11,2011.0
566098,Dancing Water (Earth-616),\/Dancing_Water_(Earth-616),Secret Identity,Bad Characters,White Eyes,Blue Hair,Female Characters,,Living Characters,7.0,Dec-12,2012.0
563957,Omega Black (Earth-616),\/Omega_Black_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,7.0,Jul-12,2012.0
625699,Arkea (Earth-616),\/Arkea_(Earth-616),Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Female Characters,,Deceased Characters,7.0,,
709670,Nikoleta Harrow (Earth-616),\/Nikoleta_Harrow_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,7.0,,
521370,Mary Varnheim (Earth-616),\/Mary_Varnheim_(Earth-616),Public Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,6.0,Sep-46,1946.0
2537,Shazana (Earth-616),\/Shazana_(Earth-616),,Bad Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,6.0,Jun-65,1965.0
18402,Adria (Earth-616),\/Adria_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6.0,Feb-66,1966.0
79467,Pavane (Female) (Earth-616),\/Pavane_(Female)_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Female Characters,,Living Characters,6.0,Aug-75,1975.0
39754,Water Witch (Earth-616),\/Water_Witch_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,6.0,Dec-78,1978.0
92814,Ultima Wordman (Earth-616),\/Ultima_Wordman_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,6.0,Oct-80,1980.0
5920,Asylum (Psionex) (Earth-616),\/Asylum_(Psionex)_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,6.0,Oct-90,1990.0
17277,Elizabeth Rawson (Earth-616),\/Elizabeth_Rawson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,6.0,Oct-90,1990.0
1795,Erika Benson (Earth-616),\/Erika_Benson_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,6.0,Aug-91,1991.0
22318,Sybyl Dorn (Earth-616),\/Sybyl_Dorn_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,6.0,Jul-91,1991.0
400055,Alaisa Ruatha Pethnan (Earth-616),\/Alaisa_Ruatha_Pethnan_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,6.0,Jun-92,1992.0
1176,Birdy (Earth-616),\/Birdy_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,6.0,Mar-92,1992.0
290165,Hag (Earth-616),\/Hag_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,6.0,Mar-92,1992.0
93220,Vesper (Legion of Vengeance) (Earth-616),\/Vesper_(Legion_of_Vengeance)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,6.0,Oct-92,1992.0
18457,Leslie Gesneria (Earth-616),\/Leslie_Gesneria_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,6.0,Feb-93,1993.0
35891,Aranda Charboneau (Earth-616),\/Aranda_Charboneau_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,6.0,Mar-94,1994.0
745846,Sneak Thief (Earth-616),\/Sneak_Thief_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,6.0,Aug-94,1994.0
1755,Ekatarina Gryaznova (Earth-616),\/Ekatarina_Gryaznova_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Deceased Characters,6.0,Jun-97,1997.0
115458,Plasma (Heroes Reborn) (Earth-616),\/Plasma_(Heroes_Reborn)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,6.0,Aug-97,1997.0
12232,Lily Cromwell (Earth-616),\/Lily_Cromwell_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,6.0,Dec-98,1998.0
4420,Samantha McGee (Earth-616),\/Samantha_McGee_(Earth-616),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,6.0,Oct-99,1999.0
396712,Kelly Kooliq (Earth-616),\/Kelly_Kooliq_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,6.0,Apr-00,2000.0
16911,Malon Estella Reeves (Earth-616),\/Malon_Estella_Reeves_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,6.0,Oct-01,2001.0
72935,Nagala (Earth-616),\/Nagala_(Earth-616),Public Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,,Living Characters,6.0,Sep-01,2001.0
716763,Saguri (Earth-616),\/Saguri_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,6.0,Sep-02,2002.0
16459,Ginniyeh (Earth-616),\/Ginniyeh_(Earth-616),Secret Identity,Bad Characters,,Bald,Female Characters,,Deceased Characters,6.0,Oct-03,2003.0
16518,Jillian (Earth-616),\/Jillian_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blue Hair,Female Characters,,Living Characters,6.0,Oct-03,2003.0
697492,Kestrel (Earth-616),\/Kestrel_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,6.0,Nov-04,2004.0
40100,Lili Penrose (Earth-616),\/Lili_Penrose_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,6.0,Nov-04,2004.0
31641,Rachel Leighton (LMD) (Earth-616),\/Rachel_Leighton_(LMD)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,6.0,Sep-04,2004.0
494967,Elisbeth von Strucker (Earth-616),\/Elisbeth_von_Strucker_(Earth-616),,Bad Characters,,White Hair,Female Characters,,Deceased Characters,6.0,Feb-05,2005.0
31355,Eradica (Earth-616),\/Eradica_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Female Characters,,Deceased Characters,6.0,May-06,2006.0
48375,Absynthe (Earth-616),\/Absynthe_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,6.0,Mar-07,2007.0
83024,Nicole (Robot) (Earth-616),\/Nicole_(Robot)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,6.0,Apr-07,2007.0
745957,Doctor Tramma (Earth-616),\/Doctor_Tramma_(Earth-616),,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,6.0,Sep-08,2008.0
292358,Emma Frost (Skrull) (Earth-616),\/Emma_Frost_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,6.0,Jun-08,2008.0
293336,Jean Grey (Skrull) (Earth-616),\/Jean_Grey_(Skrull)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,6.0,Jun-08,2008.0
273335,Death Reaper (Earth-616),\/Death_Reaper_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,6.0,Aug-09,2009.0
277703,Ohyaku (Earth-616),\/Ohyaku_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6.0,Nov-09,2009.0
339090,Jaime Slade (Earth-616),\/Jaime_Slade_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Living Characters,6.0,Aug-10,2010.0
416257,Loca (Inferno Baby) (Earth-616),\/Loca_(Inferno_Baby)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Deceased Characters,6.0,Oct-10,2010.0
491697,Carolina Washington (Earth-616),\/Carolina_Washington_(Earth-616),Public Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,6.0,Dec-11,2011.0
522029,Elise Winters (Earth-616),\/Elise_Winters_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,5.0,Nov-46,1946.0
18332,Lucrezia Borgia (Earth-616),\/Lucrezia_Borgia_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,5.0,Jul-50,1950.0
